CVE,Code,Severity
CVE-2021-25803,1,7.1 HIGH
CVE-2021-25804,1,7.5 HIGH
CVE-2021-25817,0,
CVE-2021-25834,1,7.5 HIGH
CVE-2021-25835,1,7.5 HIGH
CVE-2021-25864,1,7.5 HIGH
CVE-2021-25900,1,9.8 CRITICAL
CVE-2021-25901,1,5.3 MEDIUM
CVE-2021-25902,1,7.5 HIGH
CVE-2021-25903,1,7.5 HIGH
CVE-2021-25904,1,7.5 HIGH
CVE-2021-25905,1,9.1 CRITICAL
CVE-2021-25906,1,7.5 HIGH
CVE-2021-25907,1,9.8 CRITICAL
CVE-2021-25908,1,7.5 HIGH
CVE-2021-25912,1,9.8 CRITICAL
CVE-2021-25913,1,9.8 CRITICAL
CVE-2021-25914,1,9.8 CRITICAL
CVE-2021-25915,1,9.8 CRITICAL
CVE-2021-25916,1,9.8 CRITICAL
CVE-2021-25925,1,5.4 MEDIUM
CVE-2021-25926,1,6.1 MEDIUM
CVE-2021-25927,1,9.8 CRITICAL
CVE-2021-25928,1,9.8 CRITICAL
CVE-2021-25929,1,4.8 MEDIUM
CVE-2021-25930,1,4.3 MEDIUM
CVE-2021-25931,1,8.8 HIGH
CVE-2021-25933,1,4.8 MEDIUM
CVE-2021-25934,1,5.4 MEDIUM
CVE-2021-25941,1,9.8 CRITICAL
CVE-2021-25943,1,9.8 CRITICAL
CVE-2021-25945,1,9.8 CRITICAL
CVE-2021-25946,1,9.8 CRITICAL
CVE-2021-25947,1,9.8 CRITICAL
CVE-2021-25948,1,9.8 CRITICAL
CVE-2021-25949,1,9.8 CRITICAL
CVE-2021-25951,1,7.5 HIGH
CVE-2021-25952,1,9.8 CRITICAL
CVE-2021-25953,1,9.8 CRITICAL
CVE-2021-25954,1,4.0 MEDIUM
CVE-2021-25955,1,3.5 LOW
CVE-2021-25956,1,7.2 HIGH
CVE-2021-25957,1,6.5 MEDIUM
CVE-2021-25959,1,4.3 MEDIUM
CVE-2021-25960,1,6.0 MEDIUM
CVE-2021-25961,1,6.0 MEDIUM
CVE-2021-25962,1,8.8 HIGH
CVE-2021-25963,1,4.3 MEDIUM
CVE-2021-25967,1,3.5 LOW
CVE-2021-25969,1,4.3 MEDIUM
CVE-2021-25970,1,6.8 MEDIUM
CVE-2021-25971,1,4.0 MEDIUM
CVE-2021-25972,1,4.0 MEDIUM
CVE-2021-25973,1,6.4 MEDIUM
CVE-2021-25974,1,3.5 LOW
CVE-2021-25975,1,3.5 LOW
CVE-2021-25976,1,4.0 MEDIUM
CVE-2021-25977,1,3.5 LOW
CVE-2021-25978,1,3.5 LOW
CVE-2021-25979,1,7.5 HIGH
CVE-2021-25986,1,3.5 LOW
CVE-2021-25987,1,4.6 MEDIUM
CVE-2021-25994,1,6.8 MEDIUM
CVE-2021-26028,1,5.5 MEDIUM
CVE-2021-26074,1,6.5 MEDIUM
CVE-2021-26077,1,8.8 HIGH
CVE-2021-26117,1,7.5 HIGH
CVE-2021-26118,1,7.5 HIGH
CVE-2021-26119,1,7.5 HIGH
CVE-2021-26120,1,9.8 CRITICAL
CVE-2021-26194,1,6.5 MEDIUM
CVE-2021-26195,1,8.8 HIGH
CVE-2021-26197,1,6.5 MEDIUM
CVE-2021-26198,1,6.5 MEDIUM
CVE-2021-26199,1,6.5 MEDIUM
CVE-2021-26220,1,8.1 HIGH
CVE-2021-26221,1,8.1 HIGH
CVE-2021-26222,1,8.1 HIGH
CVE-2021-26247,1,6.1 MEDIUM
CVE-2021-26252,1,7.8 HIGH
CVE-2021-26259,1,7.8 HIGH
CVE-2021-26260,1,5.5 MEDIUM
CVE-2021-26263,1,6.1 MEDIUM
CVE-2021-26271,1,6.5 MEDIUM
CVE-2021-26272,1,6.5 MEDIUM
CVE-2021-26275,1,9.8 CRITICAL
CVE-2021-26276,1,5.3 MEDIUM
CVE-2021-26291,1,9.1 CRITICAL
CVE-2021-26296,1,7.5 HIGH
CVE-2021-26305,1,9.8 CRITICAL
CVE-2021-26306,1,7.5 HIGH
CVE-2021-26307,1,5.5 MEDIUM
CVE-2021-26308,1,7.5 HIGH
CVE-2021-26313,1,5.5 MEDIUM
CVE-2021-26318,1,4.7 MEDIUM
CVE-2021-26341,1,6.5 MEDIUM
CVE-2021-26401,1,5.6 MEDIUM
CVE-2021-26423,1,5.0 MEDIUM
CVE-2021-26505,1,9.8 CRITICAL
CVE-2021-26539,1,5.3 MEDIUM
CVE-2021-26540,1,5.3 MEDIUM
CVE-2021-26541,1,9.8 CRITICAL
CVE-2021-26543,1,8.8 HIGH
CVE-2021-26544,1,5.4 MEDIUM
CVE-2021-26559,1,6.5 MEDIUM
CVE-2021-26598,1,5.3 MEDIUM
CVE-2021-26599,1,9.8 CRITICAL
CVE-2021-26600,1,9.8 CRITICAL
CVE-2021-26601,1,8.1 HIGH
CVE-2021-26642,1,9.8 CRITICAL
CVE-2021-26675,1,8.8 HIGH
CVE-2021-26676,1,6.5 MEDIUM
CVE-2021-26690,1,7.5 HIGH
CVE-2021-26691,1,9.8 CRITICAL
CVE-2021-26697,1,5.3 MEDIUM
CVE-2021-26700,1,6.8 MEDIUM
CVE-2021-26701,1,9.8 CRITICAL
CVE-2021-26707,1,9.8 CRITICAL
CVE-2021-26708,1,7.0 HIGH
CVE-2021-26712,1,7.5 HIGH
CVE-2021-26713,1,6.5 MEDIUM
CVE-2021-26715,1,9.1 CRITICAL
CVE-2021-26717,1,7.5 HIGH
CVE-2021-26720,1,7.8 HIGH
CVE-2021-26722,1,6.1 MEDIUM
CVE-2021-26813,1,7.5 HIGH
CVE-2021-26814,1,8.8 HIGH
CVE-2021-26825,1,7.8 HIGH
CVE-2021-26826,1,7.8 HIGH
CVE-2021-26830,1,9.1 CRITICAL
CVE-2021-26906,1,5.9 MEDIUM
CVE-2021-26910,1,7.0 HIGH
CVE-2021-26919,1,8.8 HIGH
CVE-2021-26920,1,6.5 MEDIUM
CVE-2021-26921,1,6.5 MEDIUM
CVE-2021-26925,1,5.4 MEDIUM
CVE-2021-26926,1,7.1 HIGH
CVE-2021-26927,1,5.5 MEDIUM
CVE-2021-26929,1,6.1 MEDIUM
CVE-2021-26930,1,7.8 HIGH
CVE-2021-26931,1,5.5 MEDIUM
CVE-2021-26932,1,5.5 MEDIUM
CVE-2021-26933,1,5.5 MEDIUM
CVE-2021-26934,1,7.8 HIGH
CVE-2021-26937,1,9.8 CRITICAL
CVE-2021-26945,1,5.5 MEDIUM
CVE-2021-26947,1,6.1 MEDIUM
CVE-2021-26948,1,7.8 HIGH
CVE-2021-26951,1,9.8 CRITICAL
CVE-2021-26952,1,7.5 HIGH
CVE-2021-26953,1,7.5 HIGH
CVE-2021-26954,1,5.3 MEDIUM
CVE-2021-26955,1,9.8 CRITICAL
CVE-2021-26956,1,9.8 CRITICAL
CVE-2021-26957,1,9.8 CRITICAL
CVE-2021-26958,1,8.8 HIGH
CVE-2021-27019,1,4.3 MEDIUM
CVE-2021-27021,1,8.8 HIGH
CVE-2021-27023,1,9.8 CRITICAL
CVE-2021-27025,1,6.5 MEDIUM
CVE-2021-27097,1,6.8 MEDIUM
CVE-2021-27098,1,8.1 HIGH
CVE-2021-27116,1,7.2 HIGH
CVE-2021-27117,1,7.2 HIGH
CVE-2021-27131,1,5.4 MEDIUM
CVE-2021-27135,1,9.8 CRITICAL
CVE-2021-27138,1,6.8 MEDIUM
CVE-2021-27185,1,9.8 CRITICAL
CVE-2021-27186,1,7.5 HIGH
CVE-2021-27191,1,7.5 HIGH
CVE-2021-27211,1,7.5 HIGH
CVE-2021-27212,1,7.5 HIGH
CVE-2021-27216,1,6.3 MEDIUM
CVE-2021-27218,1,7.5 HIGH
CVE-2021-27219,1,7.5 HIGH
CVE-2021-27229,1,8.8 HIGH
CVE-2021-27279,1,5.4 MEDIUM
CVE-2021-27290,1,7.5 HIGH
CVE-2021-27291,1,7.5 HIGH
CVE-2021-27292,1,7.5 HIGH
CVE-2021-27293,1,7.5 HIGH
CVE-2021-27306,1,7.5 HIGH
CVE-2021-27308,1,4.8 MEDIUM
CVE-2021-27345,1,5.5 MEDIUM
CVE-2021-27347,1,5.5 MEDIUM
CVE-2021-27351,1,5.3 MEDIUM
CVE-2021-27358,1,7.5 HIGH
CVE-2021-27363,1,4.4 MEDIUM
CVE-2021-27364,1,7.1 HIGH
CVE-2021-27365,1,7.8 HIGH
CVE-2021-27367,1,7.5 HIGH
CVE-2021-27376,1,9.8 CRITICAL
CVE-2021-27377,1,9.8 CRITICAL
CVE-2021-27378,1,9.8 CRITICAL
CVE-2021-27379,1,7.8 HIGH
CVE-2021-27400,1,7.5 HIGH
CVE-2021-27405,1,7.5 HIGH
CVE-2021-27419,1,9.8 CRITICAL
CVE-2021-27506,1,5.5 MEDIUM
CVE-2021-27515,1,5.3 MEDIUM
CVE-2021-27516,1,7.5 HIGH
CVE-2021-27524,1,6.1 MEDIUM
CVE-2021-27536,0,
CVE-2021-27548,1,5.5 MEDIUM
CVE-2021-27568,1,5.9 MEDIUM
CVE-2021-27576,1,7.5 HIGH
CVE-2021-27577,1,7.5 HIGH
CVE-2021-27578,1,6.1 MEDIUM
CVE-2021-27582,1,9.1 CRITICAL
CVE-2021-27644,1,8.8 HIGH
CVE-2021-27645,1,2.5 LOW
CVE-2021-27668,1,5.3 MEDIUM
CVE-2021-27671,1,6.1 MEDIUM
CVE-2021-27672,1,4.9 MEDIUM
CVE-2021-27673,1,4.8 MEDIUM
CVE-2021-27676,1,5.4 MEDIUM
CVE-2021-27738,1,7.5 HIGH
CVE-2021-27799,1,7.5 HIGH
CVE-2021-27803,1,7.5 HIGH
CVE-2021-27807,1,5.5 MEDIUM
CVE-2021-27815,1,5.5 MEDIUM
CVE-2021-27817,1,9.8 CRITICAL
CVE-2021-27836,1,6.5 MEDIUM
CVE-2021-27845,1,5.5 MEDIUM
CVE-2021-27847,1,6.5 MEDIUM
CVE-2021-27850,1,9.8 CRITICAL
CVE-2021-27851,1,5.5 MEDIUM
CVE-2021-27884,1,5.1 MEDIUM
CVE-2021-27889,1,6.1 MEDIUM
CVE-2021-27890,1,8.8 HIGH
CVE-2021-27902,1,6.1 MEDIUM
CVE-2021-27903,1,9.8 CRITICAL
CVE-2021-27905,1,9.8 CRITICAL
CVE-2021-27906,1,5.5 MEDIUM
CVE-2021-27907,1,5.4 MEDIUM
CVE-2021-27908,1,4.4 MEDIUM
CVE-2021-27909,1,6.1 MEDIUM
CVE-2021-27910,1,6.1 MEDIUM
CVE-2021-27911,1,6.1 MEDIUM
CVE-2021-27912,1,5.4 MEDIUM
CVE-2021-27913,1,3.5 LOW
CVE-2021-27918,1,7.5 HIGH
CVE-2021-27919,1,5.5 MEDIUM
CVE-2021-27921,1,7.5 HIGH
CVE-2021-27922,1,7.5 HIGH
CVE-2021-27923,1,7.5 HIGH
CVE-2021-27927,1,8.8 HIGH
CVE-2021-27928,1,7.2 HIGH
CVE-2021-27938,1,6.1 MEDIUM
CVE-2021-27940,1,6.1 MEDIUM
CVE-2021-27946,1,8.8 HIGH
CVE-2021-27947,1,7.2 HIGH
CVE-2021-27948,1,7.2 HIGH
CVE-2021-27949,1,6.1 MEDIUM
CVE-2021-27962,1,7.1 HIGH
CVE-2021-28021,1,7.8 HIGH
CVE-2021-28025,1,5.5 MEDIUM
CVE-2021-28027,1,9.8 CRITICAL
CVE-2021-28028,1,9.8 CRITICAL
CVE-2021-28029,1,7.5 HIGH
CVE-2021-28030,1,7.5 HIGH
CVE-2021-28031,1,9.8 CRITICAL
CVE-2021-28032,1,9.8 CRITICAL
CVE-2021-28033,1,9.8 CRITICAL
CVE-2021-28034,1,9.8 CRITICAL
CVE-2021-28035,1,9.8 CRITICAL
CVE-2021-28036,1,7.5 HIGH
CVE-2021-28037,1,9.8 CRITICAL
CVE-2021-28038,1,6.5 MEDIUM
CVE-2021-28039,1,6.5 MEDIUM
CVE-2021-28041,1,7.1 HIGH
CVE-2021-28055,1,6.5 MEDIUM
CVE-2021-28088,1,5.4 MEDIUM
CVE-2021-28089,1,7.5 HIGH
CVE-2021-28090,1,5.3 MEDIUM
CVE-2021-28091,1,7.5 HIGH
CVE-2021-28092,1,7.5 HIGH
CVE-2021-28099,1,4.4 MEDIUM
CVE-2021-28100,1,5.5 MEDIUM
CVE-2021-28114,1,5.4 MEDIUM
CVE-2021-28116,1,5.3 MEDIUM
CVE-2021-28117,1,7.5 HIGH
CVE-2021-28125,1,6.1 MEDIUM
CVE-2021-28128,1,8.1 HIGH
CVE-2021-28145,1,5.4 MEDIUM
CVE-2021-28146,1,6.5 MEDIUM
CVE-2021-28147,1,6.5 MEDIUM
CVE-2021-28148,1,7.5 HIGH
CVE-2021-28153,1,5.3 MEDIUM
CVE-2021-28156,1,7.5 HIGH
CVE-2021-28161,1,6.1 MEDIUM
CVE-2021-28162,1,6.1 MEDIUM
CVE-2021-28163,1,4.0 MEDIUM
CVE-2021-28164,1,5.0 MEDIUM
CVE-2021-28165,1,7.8 HIGH
CVE-2021-28166,1,4.0 MEDIUM
CVE-2021-28168,1,5.5 MEDIUM
CVE-2021-28169,1,5.0 MEDIUM
CVE-2021-28170,1,5.3 MEDIUM
CVE-2021-28210,1,7.8 HIGH
CVE-2021-28211,1,6.7 MEDIUM
CVE-2021-28213,1,7.5 HIGH
CVE-2021-28216,1,7.8 HIGH
CVE-2021-28235,1,9.8 CRITICAL
CVE-2021-28254,1,9.8 CRITICAL
CVE-2021-28275,1,5.5 MEDIUM
CVE-2021-28276,1,7.5 HIGH
CVE-2021-28277,1,7.8 HIGH
CVE-2021-28278,1,7.8 HIGH
CVE-2021-28300,1,9.8 CRITICAL
CVE-2021-28302,1,7.5 HIGH
CVE-2021-28305,1,9.8 CRITICAL
CVE-2021-28306,1,7.5 HIGH
CVE-2021-28307,1,7.5 HIGH
CVE-2021-28308,1,9.1 CRITICAL
CVE-2021-28327,1,6.5 MEDIUM
CVE-2021-28359,1,6.1 MEDIUM
CVE-2021-28361,1,7.5 HIGH
CVE-2021-28363,1,6.5 MEDIUM
CVE-2021-28374,1,7.5 HIGH
CVE-2021-28375,1,7.8 HIGH
CVE-2021-28378,1,5.4 MEDIUM
CVE-2021-28380,1,5.4 MEDIUM
CVE-2021-28381,1,9.8 CRITICAL
CVE-2021-28417,1,4.8 MEDIUM
CVE-2021-28418,1,4.8 MEDIUM
CVE-2021-28419,1,7.2 HIGH
CVE-2021-28420,1,4.8 MEDIUM
CVE-2021-28429,1,5.5 MEDIUM
CVE-2021-28458,1,7.8 HIGH
CVE-2021-28484,1,7.5 HIGH
CVE-2021-28490,1,8.8 HIGH
CVE-2021-28544,1,4.3 MEDIUM
CVE-2021-28548,1,6.8 MEDIUM
CVE-2021-28549,1,7.8 HIGH
CVE-2021-28550,1,8.8 HIGH
CVE-2021-28556,1,4.8 MEDIUM
CVE-2021-28563,1,6.4 MEDIUM
CVE-2021-28566,1,2.7 LOW
CVE-2021-28567,1,6.5 MEDIUM
CVE-2021-28583,1,4.2 MEDIUM
CVE-2021-28584,1,7.2 HIGH
CVE-2021-28585,1,5.0 MEDIUM
CVE-2021-28650,1,5.5 MEDIUM
CVE-2021-28651,1,7.5 HIGH
CVE-2021-28652,1,4.9 MEDIUM
CVE-2021-28655,1,6.5 MEDIUM
CVE-2021-28657,1,5.5 MEDIUM
CVE-2021-28658,1,5.3 MEDIUM
CVE-2021-28660,1,8.8 HIGH
CVE-2021-28661,1,4.3 MEDIUM
CVE-2021-28662,1,6.5 MEDIUM
CVE-2021-28675,1,5.5 MEDIUM
CVE-2021-28676,1,7.5 HIGH
CVE-2021-28677,1,7.5 HIGH
CVE-2021-28678,1,5.5 MEDIUM
CVE-2021-28680,1,8.1 HIGH
CVE-2021-28681,1,5.3 MEDIUM
CVE-2021-28682,1,7.5 HIGH
CVE-2021-28683,1,7.5 HIGH
CVE-2021-28687,1,5.5 MEDIUM
CVE-2021-28688,1,6.5 MEDIUM
CVE-2021-28689,1,5.5 MEDIUM
CVE-2021-28690,1,6.5 MEDIUM
CVE-2021-28691,1,7.8 HIGH
CVE-2021-28692,1,7.1 HIGH
CVE-2021-28693,1,5.5 MEDIUM
CVE-2021-28694,1,6.8 MEDIUM
CVE-2021-28695,1,6.8 MEDIUM
CVE-2021-28696,1,6.8 MEDIUM
CVE-2021-28697,1,7.8 HIGH
CVE-2021-28698,1,5.5 MEDIUM
CVE-2021-28699,1,5.5 MEDIUM
CVE-2021-28700,1,4.9 MEDIUM
CVE-2021-28701,1,7.8 HIGH
CVE-2021-28702,1,7.6 HIGH
CVE-2021-28703,1,7.0 HIGH
CVE-2021-28704,1,8.8 HIGH
CVE-2021-28705,1,7.8 HIGH
CVE-2021-28706,1,8.6 HIGH
CVE-2021-28707,1,8.8 HIGH
CVE-2021-28708,1,8.8 HIGH
CVE-2021-28709,1,7.8 HIGH
CVE-2021-28710,1,8.8 HIGH
CVE-2021-28711,1,6.5 MEDIUM
CVE-2021-28712,1,6.5 MEDIUM
CVE-2021-28713,1,6.5 MEDIUM
CVE-2021-28714,1,6.5 MEDIUM
CVE-2021-28715,1,6.5 MEDIUM
CVE-2021-28796,1,6.1 MEDIUM
CVE-2021-28831,1,5.0 MEDIUM
CVE-2021-28833,1,6.1 MEDIUM
CVE-2021-28834,1,9.8 CRITICAL
CVE-2021-28860,1,9.1 CRITICAL
CVE-2021-28861,1,7.4 HIGH
CVE-2021-28875,1,7.5 HIGH
CVE-2021-28876,1,5.3 MEDIUM
CVE-2021-28877,1,7.5 HIGH
CVE-2021-28878,1,7.5 HIGH
CVE-2021-28879,1,9.8 CRITICAL
CVE-2021-28899,1,7.5 HIGH
CVE-2021-28902,1,7.5 HIGH
CVE-2021-28903,1,7.5 HIGH
CVE-2021-28904,1,7.5 HIGH
CVE-2021-28905,1,7.5 HIGH
CVE-2021-28906,1,7.5 HIGH
CVE-2021-28918,1,9.1 CRITICAL
CVE-2021-28931,1,8.8 HIGH
CVE-2021-28950,1,5.5 MEDIUM
CVE-2021-28951,1,5.5 MEDIUM
CVE-2021-28952,1,7.8 HIGH
CVE-2021-28955,1,9.8 CRITICAL
CVE-2021-28957,1,6.1 MEDIUM
CVE-2021-28963,1,5.3 MEDIUM
CVE-2021-28964,1,4.7 MEDIUM
CVE-2021-28965,1,7.5 HIGH
CVE-2021-28966,1,7.5 HIGH
CVE-2021-28971,1,5.5 MEDIUM
CVE-2021-28972,1,6.7 MEDIUM
CVE-2021-28994,1,7.5 HIGH
CVE-2021-29008,1,4.8 MEDIUM
CVE-2021-29009,1,4.8 MEDIUM
CVE-2021-29010,1,4.8 MEDIUM
CVE-2021-29057,1,6.5 MEDIUM
CVE-2021-29059,1,7.5 HIGH
CVE-2021-29060,1,5.3 MEDIUM
CVE-2021-29061,1,7.5 HIGH
CVE-2021-29063,1,7.5 HIGH
CVE-2021-29133,1,5.5 MEDIUM
CVE-2021-29134,1,5.3 MEDIUM
CVE-2021-29136,1,5.5 MEDIUM
CVE-2021-29154,1,7.8 HIGH
CVE-2021-29155,1,5.5 MEDIUM
CVE-2021-29157,1,5.5 MEDIUM
CVE-2021-29221,1,7.0 HIGH
CVE-2021-29258,1,7.5 HIGH
CVE-2021-29262,1,7.5 HIGH
CVE-2021-29264,1,5.5 MEDIUM
CVE-2021-29265,1,4.7 MEDIUM
CVE-2021-29266,1,7.8 HIGH
CVE-2021-29272,1,6.1 MEDIUM
CVE-2021-29274,1,6.1 MEDIUM
CVE-2021-29279,1,7.8 HIGH
CVE-2021-29300,1,9.8 CRITICAL
CVE-2021-29338,1,5.5 MEDIUM
CVE-2021-29369,1,9.8 CRITICAL
CVE-2021-29376,1,7.5 HIGH
CVE-2021-29390,1,7.1 HIGH
CVE-2021-29417,1,9.8 CRITICAL
CVE-2021-29418,1,5.3 MEDIUM
CVE-2021-29421,1,7.5 HIGH
CVE-2021-29424,1,7.5 HIGH
CVE-2021-29425,1,4.8 MEDIUM
CVE-2021-29427,1,7.2 HIGH
CVE-2021-29428,1,7.8 HIGH
CVE-2021-29429,1,5.5 MEDIUM
CVE-2021-29430,1,5.0 MEDIUM
CVE-2021-29431,1,6.5 MEDIUM
CVE-2021-29432,1,5.7 MEDIUM
CVE-2021-29433,1,4.0 MEDIUM
CVE-2021-29434,1,4.8 MEDIUM
CVE-2021-29435,1,6.5 MEDIUM
CVE-2021-29438,1,5.4 MEDIUM
CVE-2021-29440,1,7.2 HIGH
CVE-2021-29441,1,9.8 CRITICAL
CVE-2021-29442,1,7.5 HIGH
CVE-2021-29443,1,4.3 MEDIUM
CVE-2021-29444,1,4.3 MEDIUM
CVE-2021-29445,1,4.3 MEDIUM
CVE-2021-29446,1,4.3 MEDIUM
CVE-2021-29447,1,6.5 MEDIUM
CVE-2021-29450,1,4.3 MEDIUM
CVE-2021-29451,1,6.4 MEDIUM
CVE-2021-29452,1,6.5 MEDIUM
CVE-2021-29454,1,8.8 HIGH
CVE-2021-29456,1,5.4 MEDIUM
CVE-2021-29457,1,7.8 HIGH
CVE-2021-29458,1,5.5 MEDIUM
CVE-2021-29459,1,6.1 MEDIUM
CVE-2021-29460,1,5.4 MEDIUM
CVE-2021-29462,1,9.8 CRITICAL
CVE-2021-29463,1,5.5 MEDIUM
CVE-2021-29464,1,7.8 HIGH
CVE-2021-29468,1,6.8 MEDIUM
CVE-2021-29469,1,7.5 HIGH
CVE-2021-29470,1,6.5 MEDIUM
CVE-2021-29471,1,5.3 MEDIUM
CVE-2021-29472,1,6.5 MEDIUM
CVE-2021-29473,1,2.6 LOW
CVE-2021-29476,1,7.5 HIGH
CVE-2021-29477,1,8.8 HIGH
CVE-2021-29478,1,8.8 HIGH
CVE-2021-29479,1,6.1 MEDIUM
CVE-2021-29480,1,3.1 LOW
CVE-2021-29481,1,7.5 HIGH
CVE-2021-29482,1,5.0 MEDIUM
CVE-2021-29484,1,6.1 MEDIUM
CVE-2021-29485,1,8.8 HIGH
CVE-2021-29486,1,5.0 MEDIUM
CVE-2021-29487,1,5.8 MEDIUM
CVE-2021-29488,1,5.3 MEDIUM
CVE-2021-29489,1,5.4 MEDIUM
CVE-2021-29491,0,
CVE-2021-29492,1,8.3 HIGH
CVE-2021-29495,1,7.5 HIGH
CVE-2021-29499,1,7.5 HIGH
CVE-2021-29504,1,7.4 HIGH
CVE-2021-29505,1,8.8 HIGH
CVE-2021-29506,1,4.0 MEDIUM
CVE-2021-29507,1,6.5 MEDIUM
CVE-2021-29508,1,6.4 MEDIUM
CVE-2021-29509,1,5.0 MEDIUM
CVE-2021-29510,1,7.5 HIGH
CVE-2021-29512,1,7.8 HIGH
CVE-2021-29513,1,7.8 HIGH
CVE-2021-29514,1,7.8 HIGH
CVE-2021-29515,1,7.8 HIGH
CVE-2021-29516,1,5.5 MEDIUM
CVE-2021-29517,1,5.5 MEDIUM
CVE-2021-29518,1,7.8 HIGH
CVE-2021-29519,1,5.5 MEDIUM
CVE-2021-29520,1,7.8 HIGH
CVE-2021-29521,1,5.5 MEDIUM
CVE-2021-29522,1,5.5 MEDIUM
CVE-2021-29523,1,5.5 MEDIUM
CVE-2021-29524,1,5.5 MEDIUM
CVE-2021-29525,1,7.8 HIGH
CVE-2021-29526,1,5.5 MEDIUM
CVE-2021-29527,1,5.5 MEDIUM
CVE-2021-29528,1,5.5 MEDIUM
CVE-2021-29529,1,7.8 HIGH
CVE-2021-29530,1,7.8 HIGH
CVE-2021-29531,1,5.5 MEDIUM
CVE-2021-29532,1,7.1 HIGH
CVE-2021-29533,1,5.5 MEDIUM
CVE-2021-29534,1,5.5 MEDIUM
CVE-2021-29535,1,7.8 HIGH
CVE-2021-29536,1,7.8 HIGH
CVE-2021-29537,1,7.8 HIGH
CVE-2021-29538,1,5.5 MEDIUM
CVE-2021-29539,1,5.5 MEDIUM
CVE-2021-29540,1,7.8 HIGH
CVE-2021-29541,1,5.5 MEDIUM
CVE-2021-29542,1,5.5 MEDIUM
CVE-2021-29543,1,5.5 MEDIUM
CVE-2021-29544,1,5.5 MEDIUM
CVE-2021-29545,1,5.5 MEDIUM
CVE-2021-29546,1,7.8 HIGH
CVE-2021-29547,1,5.5 MEDIUM
CVE-2021-29548,1,5.5 MEDIUM
CVE-2021-29549,1,5.5 MEDIUM
CVE-2021-29550,1,5.5 MEDIUM
CVE-2021-29551,1,5.5 MEDIUM
CVE-2021-29552,1,5.5 MEDIUM
CVE-2021-29553,1,7.1 HIGH
CVE-2021-29554,1,5.5 MEDIUM
CVE-2021-29555,1,5.5 MEDIUM
CVE-2021-29556,1,5.5 MEDIUM
CVE-2021-29557,1,5.5 MEDIUM
CVE-2021-29558,1,7.8 HIGH
CVE-2021-29559,1,7.1 HIGH
CVE-2021-29560,1,7.1 HIGH
CVE-2021-29561,1,5.5 MEDIUM
CVE-2021-29562,1,5.5 MEDIUM
CVE-2021-29563,1,5.5 MEDIUM
CVE-2021-29564,1,5.5 MEDIUM
CVE-2021-29565,1,5.5 MEDIUM
CVE-2021-29566,1,7.8 HIGH
CVE-2021-29567,1,5.5 MEDIUM
CVE-2021-29568,1,7.8 HIGH
CVE-2021-29569,1,7.1 HIGH
CVE-2021-29570,1,7.1 HIGH
CVE-2021-29571,1,7.8 HIGH
CVE-2021-29572,1,5.5 MEDIUM
CVE-2021-29573,1,5.5 MEDIUM
CVE-2021-29574,1,7.8 HIGH
CVE-2021-29575,1,5.5 MEDIUM
CVE-2021-29576,1,7.8 HIGH
CVE-2021-29577,1,7.8 HIGH
CVE-2021-29578,1,7.8 HIGH
CVE-2021-29579,1,7.8 HIGH
CVE-2021-29580,1,5.5 MEDIUM
CVE-2021-29581,1,5.5 MEDIUM
CVE-2021-29582,1,7.1 HIGH
CVE-2021-29583,1,7.8 HIGH
CVE-2021-29584,1,5.5 MEDIUM
CVE-2021-29585,1,7.8 HIGH
CVE-2021-29586,1,7.8 HIGH
CVE-2021-29587,1,7.8 HIGH
CVE-2021-29588,1,7.8 HIGH
CVE-2021-29589,1,7.8 HIGH
CVE-2021-29590,1,7.1 HIGH
CVE-2021-29591,1,7.8 HIGH
CVE-2021-29592,1,7.8 HIGH
CVE-2021-29593,1,7.8 HIGH
CVE-2021-29594,1,7.8 HIGH
CVE-2021-29595,1,7.8 HIGH
CVE-2021-29596,1,7.8 HIGH
CVE-2021-29597,1,7.8 HIGH
CVE-2021-29598,1,7.8 HIGH
CVE-2021-29599,1,7.8 HIGH
CVE-2021-29600,1,7.8 HIGH
CVE-2021-29601,1,7.1 HIGH
CVE-2021-29602,1,5.5 MEDIUM
CVE-2021-29603,1,7.8 HIGH
CVE-2021-29604,1,5.5 MEDIUM
CVE-2021-29605,1,5.5 MEDIUM
CVE-2021-29606,1,7.8 HIGH
CVE-2021-29607,1,7.8 HIGH
CVE-2021-29608,1,7.8 HIGH
CVE-2021-29609,1,7.8 HIGH
CVE-2021-29610,1,7.8 HIGH
CVE-2021-29611,1,5.5 MEDIUM
CVE-2021-29612,1,7.8 HIGH
CVE-2021-29613,1,7.1 HIGH
CVE-2021-29614,1,7.8 HIGH
CVE-2021-29615,1,5.5 MEDIUM
CVE-2021-29616,1,7.8 HIGH
CVE-2021-29617,1,5.5 MEDIUM
CVE-2021-29618,1,5.5 MEDIUM
CVE-2021-29619,1,5.5 MEDIUM
CVE-2021-29620,1,5.0 MEDIUM
CVE-2021-29621,1,5.0 MEDIUM
CVE-2021-29622,1,6.1 MEDIUM
CVE-2021-29623,1,3.3 LOW
CVE-2021-29624,1,4.3 MEDIUM
CVE-2021-29625,1,6.1 MEDIUM
CVE-2021-29626,1,5.5 MEDIUM
CVE-2021-29629,1,7.5 HIGH
CVE-2021-29632,1,7.5 HIGH
CVE-2021-29646,1,5.5 MEDIUM
CVE-2021-29647,1,5.5 MEDIUM
