CVE,Code,Severity
CVE-2004-1689,1,2.1 LOW
CVE-2004-1717,1,7.5 HIGH
CVE-2004-1735,1,4.3 MEDIUM
CVE-2004-1736,1,5.0 MEDIUM
CVE-2004-1737,1,7.5 HIGH
CVE-2004-1772,1,4.6 MEDIUM
CVE-2004-1773,1,7.5 HIGH
CVE-2004-1834,1,2.1 LOW
CVE-2004-1876,1,4.6 MEDIUM
CVE-2004-1897,1,5.0 MEDIUM
CVE-2004-1898,1,10.0 HIGH
CVE-2004-1899,1,5.0 MEDIUM
CVE-2004-1909,1,2.6 LOW
CVE-2004-1915,1,7.5 HIGH
CVE-2004-1916,1,7.5 HIGH
CVE-2004-1917,1,7.5 HIGH
CVE-2004-1948,1,4.6 MEDIUM
CVE-2004-1951,1,5.0 MEDIUM
CVE-2004-2014,1,2.6 LOW
CVE-2004-2026,1,7.5 HIGH
CVE-2004-2027,1,5.0 MEDIUM
CVE-2004-2069,1,5.0 MEDIUM
CVE-2004-2093,1,4.6 MEDIUM
CVE-2004-2148,1,7.2 HIGH
CVE-2004-2152,1,4.3 MEDIUM
CVE-2004-2154,1,9.8 CRITICAL
CVE-2004-2159,1,10.0 HIGH
CVE-2004-2160,1,6.4 MEDIUM
CVE-2004-2167,1,7.5 HIGH
CVE-2004-2185,1,6.8 MEDIUM
CVE-2004-2186,1,7.5 HIGH
CVE-2004-2187,1,5.0 MEDIUM
CVE-2004-2215,1,4.6 MEDIUM
CVE-2004-2259,1,5.0 MEDIUM
CVE-2004-2265,1,7.2 HIGH
CVE-2004-2269,1,7.2 HIGH
CVE-2004-2303,1,3.6 LOW
CVE-2004-2313,1,5.0 MEDIUM
CVE-2004-2372,1,7.2 HIGH
CVE-2004-2381,1,5.0 MEDIUM
CVE-2004-2409,1,7.2 HIGH
CVE-2004-2410,1,2.1 LOW
CVE-2004-2440,1,2.1 LOW
CVE-2004-2459,1,2.1 LOW
CVE-2004-2460,1,5.0 MEDIUM
CVE-2004-2461,1,7.5 HIGH
CVE-2004-2462,1,4.6 MEDIUM
CVE-2004-2479,1,5.0 MEDIUM
CVE-2004-2480,1,5.0 MEDIUM
CVE-2004-2486,1,7.5 HIGH
CVE-2004-2541,1,6.9 MEDIUM
CVE-2004-2546,1,6.4 MEDIUM
CVE-2004-2552,1,4.6 MEDIUM
CVE-2004-2571,1,7.5 HIGH
CVE-2004-2630,1,7.5 HIGH
CVE-2004-2631,1,7.5 HIGH
CVE-2004-2632,1,7.5 HIGH
CVE-2004-2650,1,4.9 MEDIUM
CVE-2004-2652,1,7.8 HIGH
CVE-2004-2654,1,5.0 MEDIUM
CVE-2004-2655,1,5.4 MEDIUM
CVE-2004-2664,1,5.0 MEDIUM
CVE-2004-2680,1,5.0 MEDIUM
CVE-2004-2687,1,9.3 HIGH
CVE-2004-2698,1,6.9 MEDIUM
CVE-2004-2705,1,5.0 MEDIUM
CVE-2004-2714,1,6.0 MEDIUM
CVE-2004-2760,1,6.8 MEDIUM
CVE-2004-2768,1,7.2 HIGH
CVE-2004-2771,1,7.5 HIGH
CVE-2004-2779,1,7.5 HIGH
CVE-2005-0005,1,7.5 HIGH
CVE-2005-0012,1,7.5 HIGH
CVE-2005-0015,1,7.5 HIGH
CVE-2005-0016,1,7.2 HIGH
CVE-2005-0017,1,2.1 LOW
CVE-2005-0018,1,2.1 LOW
CVE-2005-0020,1,7.2 HIGH
CVE-2005-0021,1,7.2 HIGH
CVE-2005-0022,1,4.6 MEDIUM
CVE-2005-0023,1,2.1 LOW
CVE-2005-0034,1,4.3 MEDIUM
CVE-2005-0038,1,5.0 MEDIUM
CVE-2005-0064,1,7.5 HIGH
CVE-2005-0069,1,4.6 MEDIUM
CVE-2005-0071,1,5.0 MEDIUM
CVE-2005-0072,1,2.1 LOW
CVE-2005-0073,1,4.6 MEDIUM
CVE-2005-0077,1,2.1 LOW
CVE-2005-0079,1,4.6 MEDIUM
CVE-2005-0080,1,5.0 MEDIUM
CVE-2005-0085,1,6.8 MEDIUM
CVE-2005-0087,1,4.6 MEDIUM
CVE-2005-0088,1,7.5 HIGH
CVE-2005-0094,1,5.0 MEDIUM
CVE-2005-0095,1,5.0 MEDIUM
CVE-2005-0096,1,5.0 MEDIUM
CVE-2005-0097,1,5.0 MEDIUM
CVE-2005-0100,1,7.5 HIGH
CVE-2005-0102,1,9.8 CRITICAL
CVE-2005-0105,1,4.6 MEDIUM
CVE-2005-0106,1,4.6 MEDIUM
CVE-2005-0108,1,5.0 MEDIUM
CVE-2005-0116,1,7.5 HIGH
CVE-2005-0117,1,4.6 MEDIUM
CVE-2005-0129,1,7.5 HIGH
CVE-2005-0130,1,7.5 HIGH
CVE-2005-0131,1,5.0 MEDIUM
CVE-2005-0133,1,5.0 MEDIUM
CVE-2005-0155,1,4.6 MEDIUM
CVE-2005-0156,1,2.1 LOW
CVE-2005-0157,1,7.5 HIGH
CVE-2005-0160,1,5.1 MEDIUM
CVE-2005-0161,1,2.1 LOW
CVE-2005-0173,1,7.5 HIGH
CVE-2005-0174,1,5.0 MEDIUM
CVE-2005-0175,1,5.0 MEDIUM
CVE-2005-0194,1,10.0 HIGH
CVE-2005-0198,1,7.5 HIGH
CVE-2005-0201,1,2.1 LOW
CVE-2005-0202,1,5.0 MEDIUM
CVE-2005-0206,1,7.5 HIGH
CVE-2005-0211,1,7.5 HIGH
CVE-2005-0218,1,5.0 MEDIUM
CVE-2005-0225,1,2.1 LOW
CVE-2005-0238,1,5.0 MEDIUM
CVE-2005-0241,1,5.0 MEDIUM
CVE-2005-0337,1,7.5 HIGH
CVE-2005-0362,1,4.6 MEDIUM
CVE-2005-0363,1,7.5 HIGH
CVE-2005-0372,1,5.0 MEDIUM
CVE-2005-0373,1,7.5 HIGH
CVE-2005-0390,1,7.5 HIGH
CVE-2005-0391,1,5.0 MEDIUM
CVE-2005-0393,1,7.2 HIGH
CVE-2005-0397,1,7.5 HIGH
CVE-2005-0406,1,5.5 MEDIUM
CVE-2005-0428,1,5.0 MEDIUM
CVE-2005-0435,1,5.0 MEDIUM
CVE-2005-0436,1,7.5 HIGH
CVE-2005-0437,1,7.5 HIGH
CVE-2005-0438,1,5.0 MEDIUM
CVE-2005-0446,1,5.0 MEDIUM
CVE-2005-0448,1,1.2 LOW
CVE-2005-0459,1,5.0 MEDIUM
CVE-2005-0467,1,7.5 HIGH
CVE-2005-0468,1,7.5 HIGH
CVE-2005-0469,1,7.5 HIGH
CVE-2005-0488,1,5.0 MEDIUM
CVE-2005-0490,1,8.8 HIGH
CVE-2005-0503,1,4.6 MEDIUM
CVE-2005-0508,1,4.6 MEDIUM
CVE-2005-0509,1,4.3 MEDIUM
CVE-2005-0534,1,4.3 MEDIUM
CVE-2005-0535,1,7.5 HIGH
CVE-2005-0536,1,5.0 MEDIUM
CVE-2005-0543,1,4.3 MEDIUM
CVE-2005-0544,1,5.0 MEDIUM
CVE-2005-0567,1,7.5 HIGH
CVE-2005-0602,1,6.2 MEDIUM
CVE-2005-0624,1,2.1 LOW
CVE-2005-0625,1,2.1 LOW
CVE-2005-0626,1,2.6 LOW
CVE-2005-0638,1,7.5 HIGH
CVE-2005-0639,1,7.5 HIGH
CVE-2005-0653,1,4.6 MEDIUM
CVE-2005-0664,1,2.6 LOW
CVE-2005-0667,1,5.1 MEDIUM
CVE-2005-0686,1,7.5 HIGH
CVE-2005-0687,1,7.5 HIGH
CVE-2005-0706,1,7.5 HIGH
CVE-2005-0718,1,5.0 MEDIUM
CVE-2005-0753,1,7.5 HIGH
CVE-2005-0758,1,4.6 MEDIUM
CVE-2005-0759,1,5.0 MEDIUM
CVE-2005-0760,1,5.0 MEDIUM
CVE-2005-0761,1,5.0 MEDIUM
CVE-2005-0762,1,7.5 HIGH
CVE-2005-0763,1,4.6 MEDIUM
CVE-2005-0764,1,7.5 HIGH
CVE-2005-0787,1,2.1 LOW
CVE-2005-0806,1,5.0 MEDIUM
CVE-2005-0814,1,5.0 MEDIUM
CVE-2005-0825,1,7.5 HIGH
CVE-2005-0837,1,5.0 MEDIUM
CVE-2005-0838,1,7.5 HIGH
CVE-2005-0868,1,7.5 HIGH
CVE-2005-0869,1,5.0 MEDIUM
CVE-2005-0870,1,4.3 MEDIUM
CVE-2005-0876,1,5.0 MEDIUM
CVE-2005-0877,1,7.5 HIGH
CVE-2005-0891,1,7.5 HIGH
CVE-2005-0926,1,5.1 MEDIUM
CVE-2005-0953,1,3.7 LOW
CVE-2005-0988,1,3.7 LOW
CVE-2005-0990,1,2.1 LOW
CVE-2005-0992,1,4.3 MEDIUM
CVE-2005-1039,1,3.7 LOW
CVE-2005-1061,1,5.0 MEDIUM
CVE-2005-1064,1,4.6 MEDIUM
CVE-2005-1080,1,5.0 MEDIUM
CVE-2005-1099,1,10.0 HIGH
CVE-2005-1100,1,7.5 HIGH
CVE-2005-1111,1,4.7 MEDIUM
CVE-2005-1119,1,2.1 LOW
CVE-2005-1127,1,5.0 MEDIUM
CVE-2005-1141,1,9.8 CRITICAL
CVE-2005-1142,1,7.5 HIGH
CVE-2005-1174,1,5.0 MEDIUM
CVE-2005-1175,1,7.5 HIGH
CVE-2005-1194,1,4.6 MEDIUM
CVE-2005-1228,1,5.0 MEDIUM
CVE-2005-1229,1,4.6 MEDIUM
CVE-2005-1245,1,4.3 MEDIUM
CVE-2005-1260,1,5.0 MEDIUM
CVE-2005-1266,1,5.0 MEDIUM
CVE-2005-1267,1,5.0 MEDIUM
CVE-2005-1268,1,5.0 MEDIUM
CVE-2005-1270,1,2.1 LOW
CVE-2005-1275,1,5.0 MEDIUM
CVE-2005-1278,1,5.0 MEDIUM
CVE-2005-1279,1,5.0 MEDIUM
CVE-2005-1280,1,5.0 MEDIUM
CVE-2005-1308,1,7.5 HIGH
CVE-2005-1344,1,7.5 HIGH
CVE-2005-1345,1,7.5 HIGH
CVE-2005-1349,1,7.5 HIGH
CVE-2005-1391,1,7.5 HIGH
CVE-2005-1453,1,5.0 MEDIUM
CVE-2005-1454,1,7.5 HIGH
CVE-2005-1455,1,7.5 HIGH
CVE-2005-1513,1,9.8 CRITICAL
CVE-2005-1514,1,5.0 MEDIUM
CVE-2005-1515,1,5.0 MEDIUM
CVE-2005-1519,1,6.4 MEDIUM
CVE-2005-1520,1,7.5 HIGH
CVE-2005-1521,1,7.5 HIGH
CVE-2005-1522,1,5.0 MEDIUM
CVE-2005-1523,1,7.5 HIGH
CVE-2005-1524,1,5.0 MEDIUM
CVE-2005-1525,1,7.5 HIGH
CVE-2005-1526,1,7.5 HIGH
CVE-2005-1527,1,5.0 MEDIUM
CVE-2005-1544,1,7.5 HIGH
CVE-2005-1545,1,5.1 MEDIUM
CVE-2005-1546,1,5.1 MEDIUM
CVE-2005-1632,1,7.2 HIGH
CVE-2005-1686,1,2.6 LOW
CVE-2005-1687,1,7.5 HIGH
CVE-2005-1688,1,5.0 MEDIUM
CVE-2005-1689,1,9.8 CRITICAL
CVE-2005-1704,1,4.6 MEDIUM
CVE-2005-1705,1,7.2 HIGH
CVE-2005-1739,1,5.0 MEDIUM
CVE-2005-1751,1,3.7 LOW
CVE-2005-1759,1,1.2 LOW
CVE-2005-1774,1,2.1 LOW
CVE-2005-1796,1,7.5 HIGH
CVE-2005-1807,1,5.0 MEDIUM
CVE-2005-1810,1,7.5 HIGH
CVE-2005-1824,1,7.5 HIGH
CVE-2005-1848,1,5.0 MEDIUM
CVE-2005-1849,1,5.0 MEDIUM
CVE-2005-1853,1,7.2 HIGH
CVE-2005-1854,1,7.5 HIGH
CVE-2005-1855,1,2.1 LOW
CVE-2005-1856,1,2.1 LOW
CVE-2005-1857,1,7.5 HIGH
CVE-2005-1858,1,2.1 LOW
CVE-2005-1888,1,4.3 MEDIUM
CVE-2005-1911,1,5.0 MEDIUM
CVE-2005-1918,1,2.6 LOW
CVE-2005-1922,1,5.0 MEDIUM
CVE-2005-1923,1,2.6 LOW
CVE-2005-1993,1,3.7 LOW
CVE-2005-2007,1,6.4 MEDIUM
CVE-2005-2008,1,5.0 MEDIUM
CVE-2005-2023,1,10.0 HIGH
CVE-2005-2024,1,5.0 MEDIUM
CVE-2005-2040,1,5.0 MEDIUM
CVE-2005-2050,1,5.0 MEDIUM
CVE-2005-2056,1,2.6 LOW
CVE-2005-2069,1,5.0 MEDIUM
CVE-2005-2070,1,5.0 MEDIUM
CVE-2005-2081,1,5.0 MEDIUM
CVE-2005-2088,1,4.3 MEDIUM
CVE-2005-2090,1,4.3 MEDIUM
CVE-2005-2096,1,7.5 HIGH
CVE-2005-2097,1,2.1 LOW
CVE-2005-2107,1,4.3 MEDIUM
CVE-2005-2108,1,7.5 HIGH
CVE-2005-2109,1,5.0 MEDIUM
CVE-2005-2110,1,5.0 MEDIUM
CVE-2005-2147,1,6.4 MEDIUM
CVE-2005-2148,1,7.5 HIGH
CVE-2005-2149,1,10.0 HIGH
CVE-2005-2151,1,5.0 MEDIUM
CVE-2005-2177,1,5.0 MEDIUM
CVE-2005-2214,1,4.6 MEDIUM
CVE-2005-2215,1,4.3 MEDIUM
CVE-2005-2231,1,2.1 LOW
CVE-2005-2256,1,5.0 MEDIUM
CVE-2005-2295,1,5.0 MEDIUM
CVE-2005-2301,1,5.0 MEDIUM
CVE-2005-2302,1,2.1 LOW
CVE-2005-2317,1,7.5 HIGH
CVE-2005-2335,1,5.0 MEDIUM
CVE-2005-2336,1,4.3 MEDIUM
CVE-2005-2351,1,5.5 MEDIUM
CVE-2005-2353,1,2.1 LOW
CVE-2005-2368,1,9.3 HIGH
CVE-2005-2395,1,5.0 MEDIUM
CVE-2005-2396,1,4.3 MEDIUM
CVE-2005-2411,1,5.1 MEDIUM
CVE-2005-2450,1,7.5 HIGH
CVE-2005-2452,1,5.0 MEDIUM
CVE-2005-2471,1,7.5 HIGH
CVE-2005-2475,1,1.2 LOW
CVE-2005-2491,1,7.5 HIGH
CVE-2005-2496,1,4.6 MEDIUM
CVE-2005-2531,1,5.0 MEDIUM
CVE-2005-2532,1,5.0 MEDIUM
CVE-2005-2533,1,2.1 LOW
CVE-2005-2534,1,2.6 LOW
CVE-2005-2541,1,10.0 HIGH
CVE-2005-2549,1,7.5 HIGH
CVE-2005-2550,1,7.5 HIGH
CVE-2005-2612,1,7.5 HIGH
CVE-2005-2626,1,10.0 HIGH
CVE-2005-2627,1,7.5 HIGH
CVE-2005-2641,1,7.5 HIGH
CVE-2005-2643,1,5.0 MEDIUM
CVE-2005-2654,1,7.5 HIGH
CVE-2005-2655,1,10.0 HIGH
CVE-2005-2656,1,2.1 LOW
CVE-2005-2659,1,10.0 HIGH
CVE-2005-2660,1,2.1 LOW
CVE-2005-2661,1,7.5 HIGH
CVE-2005-2666,1,1.2 LOW
CVE-2005-2672,1,2.1 LOW
CVE-2005-2693,1,4.6 MEDIUM
CVE-2005-2700,1,10.0 HIGH
CVE-2005-2724,1,4.3 MEDIUM
CVE-2005-2728,1,5.0 MEDIUM
CVE-2005-2769,1,4.3 MEDIUM
CVE-2005-2772,1,7.5 HIGH
CVE-2005-2792,1,5.0 MEDIUM
CVE-2005-2793,1,7.5 HIGH
CVE-2005-2794,1,5.0 MEDIUM
CVE-2005-2796,1,5.0 MEDIUM
CVE-2005-2797,1,5.0 MEDIUM
CVE-2005-2798,1,5.0 MEDIUM
CVE-2005-2803,1,4.3 MEDIUM
CVE-2005-2820,1,4.3 MEDIUM
CVE-2005-2851,1,2.1 LOW
CVE-2005-2860,1,4.3 MEDIUM
CVE-2005-2869,1,4.3 MEDIUM
CVE-2005-2874,1,5.0 MEDIUM
CVE-2005-2875,1,7.5 HIGH
CVE-2005-2876,1,7.2 HIGH
CVE-2005-2878,1,7.5 HIGH
CVE-2005-2917,1,5.0 MEDIUM
CVE-2005-2919,1,5.0 MEDIUM
CVE-2005-2920,1,7.5 HIGH
CVE-2005-2930,1,5.1 MEDIUM
CVE-2005-2933,1,7.5 HIGH
CVE-2005-2945,1,2.1 LOW
CVE-2005-2946,1,7.5 HIGH
CVE-2005-2959,1,4.6 MEDIUM
CVE-2005-2962,1,2.1 LOW
CVE-2005-2964,1,7.5 HIGH
CVE-2005-2966,1,5.1 MEDIUM
CVE-2005-2969,1,5.0 MEDIUM
CVE-2005-2970,1,5.0 MEDIUM
CVE-2005-2972,1,5.1 MEDIUM
CVE-2005-2974,1,2.6 LOW
CVE-2005-2975,1,7.8 HIGH
CVE-2005-2976,1,7.5 HIGH
CVE-2005-2977,1,2.1 LOW
CVE-2005-2978,1,7.5 HIGH
CVE-2005-2992,1,2.1 LOW
CVE-2005-2995,1,3.6 LOW
CVE-2005-3011,1,1.2 LOW
CVE-2005-3068,1,10.0 HIGH
CVE-2005-3069,1,2.1 LOW
CVE-2005-3070,1,3.6 LOW
CVE-2005-3088,1,2.1 LOW
CVE-2005-3111,1,2.1 LOW
CVE-2005-3118,1,7.5 HIGH
CVE-2005-3120,1,9.8 CRITICAL
CVE-2005-3121,1,2.1 LOW
CVE-2005-3126,1,1.9 LOW
CVE-2005-3146,1,2.1 LOW
CVE-2005-3147,1,2.1 LOW
CVE-2005-3148,1,4.6 MEDIUM
CVE-2005-3149,1,4.6 MEDIUM
CVE-2005-3150,1,7.5 HIGH
CVE-2005-3151,1,7.5 HIGH
CVE-2005-3163,1,5.0 MEDIUM
CVE-2005-3164,1,2.6 LOW
CVE-2005-3165,1,4.3 MEDIUM
CVE-2005-3166,1,5.0 MEDIUM
CVE-2005-3167,1,4.3 MEDIUM
CVE-2005-3178,1,5.1 MEDIUM
CVE-2005-3185,1,7.5 HIGH
CVE-2005-3186,1,7.5 HIGH
CVE-2005-3191,1,5.1 MEDIUM
CVE-2005-3192,1,7.5 HIGH
CVE-2005-3193,1,5.1 MEDIUM
CVE-2005-3239,1,7.8 HIGH
CVE-2005-3256,1,5.0 MEDIUM
CVE-2005-3299,1,5.0 MEDIUM
CVE-2005-3300,1,5.0 MEDIUM
CVE-2005-3301,1,4.3 MEDIUM
CVE-2005-3302,1,7.5 HIGH
CVE-2005-3303,1,7.5 HIGH
CVE-2005-3318,1,5.1 MEDIUM
CVE-2005-3331,1,2.1 LOW
CVE-2005-3340,1,7.2 HIGH
CVE-2005-3341,1,2.1 LOW
CVE-2005-3342,1,1.2 LOW
CVE-2005-3347,1,6.8 MEDIUM
CVE-2005-3348,1,4.3 MEDIUM
CVE-2005-3350,1,7.5 HIGH
CVE-2005-3351,1,5.0 MEDIUM
CVE-2005-3352,1,4.3 MEDIUM
CVE-2005-3354,1,5.1 MEDIUM
CVE-2005-3357,1,5.4 MEDIUM
CVE-2005-3393,1,7.5 HIGH
CVE-2005-3409,1,5.0 MEDIUM
CVE-2005-3486,1,7.5 HIGH
CVE-2005-3487,1,7.5 HIGH
CVE-2005-3488,1,7.8 HIGH
CVE-2005-3500,1,5.0 MEDIUM
CVE-2005-3501,1,4.3 MEDIUM
CVE-2005-3524,1,10.0 HIGH
CVE-2005-3531,1,2.1 LOW
CVE-2005-3532,1,7.5 HIGH
CVE-2005-3534,1,7.5 HIGH
CVE-2005-3535,1,7.5 HIGH
CVE-2005-3538,1,7.5 HIGH
CVE-2005-3539,1,7.5 HIGH
CVE-2005-3540,1,7.5 HIGH
CVE-2005-3559,1,5.0 MEDIUM
CVE-2005-3573,1,5.0 MEDIUM
CVE-2005-3587,1,10.0 HIGH
CVE-2005-3590,1,9.8 CRITICAL
CVE-2005-3621,1,5.0 MEDIUM
CVE-2005-3622,1,5.0 MEDIUM
CVE-2005-3624,1,5.0 MEDIUM
CVE-2005-3625,1,10.0 HIGH
CVE-2005-3626,1,5.0 MEDIUM
CVE-2005-3627,1,7.5 HIGH
CVE-2005-3628,1,7.5 HIGH
CVE-2005-3632,1,4.6 MEDIUM
CVE-2005-3656,1,10.0 HIGH
CVE-2005-3660,1,4.9 MEDIUM
CVE-2005-3662,1,4.6 MEDIUM
CVE-2005-3665,1,4.3 MEDIUM
CVE-2005-3737,1,5.1 MEDIUM
CVE-2005-3745,1,4.3 MEDIUM
CVE-2005-3747,1,5.0 MEDIUM
CVE-2005-3751,1,4.3 MEDIUM
CVE-2005-3787,1,4.3 MEDIUM
CVE-2005-3856,1,4.0 MEDIUM
CVE-2005-3862,1,7.5 HIGH
CVE-2005-3885,1,2.1 LOW
CVE-2005-3962,1,4.6 MEDIUM
CVE-2005-3980,1,7.5 HIGH
CVE-2005-4048,1,7.5 HIGH
CVE-2005-4065,1,7.5 HIGH
CVE-2005-4077,1,4.6 MEDIUM
CVE-2005-4153,1,7.8 HIGH
CVE-2005-4158,1,4.6 MEDIUM
CVE-2005-4178,1,6.5 MEDIUM
CVE-2005-4268,1,3.7 LOW
CVE-2005-4305,1,4.3 MEDIUM
CVE-2005-4347,1,5.0 MEDIUM
CVE-2005-4348,1,7.8 HIGH
CVE-2005-4349,1,6.5 MEDIUM
CVE-2005-4418,1,7.5 HIGH
CVE-2005-4463,1,5.0 MEDIUM
CVE-2005-4470,1,7.5 HIGH
CVE-2005-4494,1,2.6 LOW
CVE-2005-4501,1,4.3 MEDIUM
CVE-2005-4584,1,5.0 MEDIUM
CVE-2005-4591,1,7.5 HIGH
CVE-2005-4592,1,7.5 HIGH
CVE-2005-4600,1,6.4 MEDIUM
CVE-2005-4601,1,7.5 HIGH
CVE-2005-4644,1,4.3 MEDIUM
CVE-2005-4667,1,3.7 LOW
CVE-2005-4676,1,5.0 MEDIUM
CVE-2005-4683,1,2.1 LOW
CVE-2005-4703,1,5.0 MEDIUM
CVE-2005-4713,1,5.0 MEDIUM
CVE-2005-4744,1,6.4 MEDIUM
CVE-2005-4745,1,7.5 HIGH
CVE-2005-4746,1,7.8 HIGH
CVE-2005-4791,1,2.1 LOW
CVE-2005-4802,1,4.6 MEDIUM
CVE-2005-4803,1,3.6 LOW
CVE-2005-4807,1,7.5 HIGH
CVE-2005-4808,1,7.6 HIGH
CVE-2005-4816,1,7.5 HIGH
CVE-2005-4830,1,7.6 HIGH
CVE-2005-4831,1,4.3 MEDIUM
CVE-2005-4836,1,7.8 HIGH
CVE-2005-4837,1,10.0 HIGH
CVE-2005-4849,1,5.0 MEDIUM
CVE-2005-4872,1,4.3 MEDIUM
CVE-2005-4873,1,7.5 HIGH
CVE-2005-4889,1,7.2 HIGH
CVE-2005-4890,1,7.8 HIGH
CVE-2005-4895,1,5.0 MEDIUM
CVE-2006-0040,1,5.0 MEDIUM
CVE-2006-0042,1,5.0 MEDIUM
CVE-2006-0045,1,7.2 HIGH
CVE-2006-0047,1,5.0 MEDIUM
CVE-2006-0048,1,5.0 MEDIUM
CVE-2006-0050,1,1.2 LOW
CVE-2006-0051,1,5.1 MEDIUM
CVE-2006-0052,1,5.0 MEDIUM
CVE-2006-0053,1,2.6 LOW
CVE-2006-0056,1,7.5 HIGH
CVE-2006-0058,1,7.6 HIGH
CVE-2006-0082,1,5.1 MEDIUM
CVE-2006-0083,1,4.6 MEDIUM
CVE-2006-0106,1,7.5 HIGH
CVE-2006-0126,1,4.6 MEDIUM
CVE-2006-0146,1,7.5 HIGH
CVE-2006-0147,1,7.5 HIGH
CVE-2006-0151,1,7.2 HIGH
CVE-2006-0162,1,7.5 HIGH
CVE-2006-0224,1,4.6 MEDIUM
CVE-2006-0225,1,4.6 MEDIUM
CVE-2006-0254,1,4.3 MEDIUM
CVE-2006-0292,1,7.5 HIGH
CVE-2006-0294,1,7.5 HIGH
CVE-2006-0295,1,5.1 MEDIUM
CVE-2006-0296,1,5.0 MEDIUM
CVE-2006-0297,1,5.1 MEDIUM
CVE-2006-0298,1,5.8 MEDIUM
CVE-2006-0299,1,6.4 MEDIUM
CVE-2006-0300,1,5.1 MEDIUM
CVE-2006-0301,1,7.5 HIGH
CVE-2006-0321,1,5.0 MEDIUM
CVE-2006-0322,1,5.0 MEDIUM
CVE-2006-0353,1,3.6 LOW
CVE-2006-0402,1,7.5 HIGH
CVE-2006-0405,1,5.0 MEDIUM
CVE-2006-0410,1,5.0 MEDIUM
CVE-2006-0414,1,5.0 MEDIUM
CVE-2006-0459,1,7.5 HIGH
CVE-2006-0460,1,7.5 HIGH
CVE-2006-0467,1,5.0 MEDIUM
CVE-2006-0512,1,2.1 LOW
CVE-2006-0517,1,7.5 HIGH
CVE-2006-0518,1,4.3 MEDIUM
CVE-2006-0519,1,5.0 MEDIUM
CVE-2006-0528,1,5.0 MEDIUM
CVE-2006-0582,1,2.1 LOW
CVE-2006-0625,1,6.4 MEDIUM
CVE-2006-0626,1,7.5 HIGH
CVE-2006-0635,1,4.6 MEDIUM
CVE-2006-0658,1,5.0 MEDIUM
CVE-2006-0677,1,7.8 HIGH
CVE-2006-0707,1,5.0 MEDIUM
CVE-2006-0730,1,5.0 MEDIUM
CVE-2006-0733,1,2.6 LOW
CVE-2006-0745,1,7.2 HIGH
CVE-2006-0747,1,5.0 MEDIUM
CVE-2006-0748,1,9.3 HIGH
CVE-2006-0749,1,9.3 HIGH
CVE-2006-0804,1,7.5 HIGH
CVE-2006-0806,1,4.3 MEDIUM
CVE-2006-0847,1,5.0 MEDIUM
CVE-2006-0883,1,5.0 MEDIUM
CVE-2006-0884,1,9.3 HIGH
CVE-2006-0898,1,2.6 LOW
CVE-2006-0903,1,4.6 MEDIUM
CVE-2006-0950,1,2.6 LOW
CVE-2006-0985,1,4.3 MEDIUM
CVE-2006-0986,1,5.0 MEDIUM
CVE-2006-0987,1,5.0 MEDIUM
CVE-2006-1010,1,6.4 MEDIUM
CVE-2006-1012,1,7.5 HIGH
CVE-2006-1045,1,2.6 LOW
CVE-2006-1046,1,5.0 MEDIUM
CVE-2006-1058,1,5.5 MEDIUM
CVE-2006-1059,1,1.2 LOW
CVE-2006-1060,1,7.5 HIGH
CVE-2006-1061,1,7.5 HIGH
CVE-2006-1062,1,5.0 MEDIUM
CVE-2006-1063,1,5.0 MEDIUM
CVE-2006-1064,1,2.6 LOW
CVE-2006-1150,1,7.8 HIGH
CVE-2006-1165,1,4.3 MEDIUM
CVE-2006-1168,1,7.5 HIGH
CVE-2006-1173,1,5.0 MEDIUM
CVE-2006-1174,1,3.7 LOW
CVE-2006-1206,1,5.0 MEDIUM
CVE-2006-1236,1,7.5 HIGH
CVE-2006-1251,1,5.0 MEDIUM
CVE-2006-1258,1,4.3 MEDIUM
CVE-2006-1263,1,4.3 MEDIUM
CVE-2006-1279,1,5.0 MEDIUM
CVE-2006-1280,1,7.5 HIGH
CVE-2006-1295,1,4.3 MEDIUM
CVE-2006-1296,1,7.5 HIGH
CVE-2006-1319,1,6.2 MEDIUM
CVE-2006-1321,1,4.3 MEDIUM
CVE-2006-1329,1,5.0 MEDIUM
CVE-2006-1335,1,3.7 LOW
CVE-2006-1354,1,7.5 HIGH
CVE-2006-1356,1,5.1 MEDIUM
CVE-2006-1376,1,2.1 LOW
CVE-2006-1498,1,4.3 MEDIUM
CVE-2006-1514,1,7.5 HIGH
CVE-2006-1515,1,7.5 HIGH
CVE-2006-1526,1,2.1 LOW
CVE-2006-1529,1,7.5 HIGH
CVE-2006-1530,1,7.5 HIGH
CVE-2006-1531,1,7.5 HIGH
CVE-2006-1539,1,7.5 HIGH
CVE-2006-1546,1,7.5 HIGH
CVE-2006-1547,1,7.5 HIGH
CVE-2006-1548,1,4.3 MEDIUM
CVE-2006-1550,1,7.6 HIGH
CVE-2006-1564,1,4.6 MEDIUM
CVE-2006-1614,1,5.1 MEDIUM
CVE-2006-1615,1,10.0 HIGH
CVE-2006-1629,1,9.0 HIGH
CVE-2006-1630,1,5.0 MEDIUM
CVE-2006-1655,1,6.5 MEDIUM
CVE-2006-1656,1,7.2 HIGH
CVE-2006-1678,1,4.3 MEDIUM
CVE-2006-1695,1,1.2 LOW
CVE-2006-1702,1,7.5 HIGH
CVE-2006-1712,1,2.6 LOW
